Price,City,District,Neighborhood,Average Price,Listing Number,Listing Update Date,Category,Net Square Meters,Number of Rooms,Floor,Heating Type,Deposit,Number of Bathrooms,Listing Creation Date,Type,Kind,Gross Square Meters,Building Age,Number of Building Floors,Usage Status,Within Site,Price Status,Structure Status,Furnishing Status,Balcony Status,Building Type,Number of WCs,Swap,Bathroom Square Meters,Living Room Square Meters,WC Square Meters,Virtual Tour Available?,Maintenance Fee,Balcony Type,Number of Balconies,Balcony Square Meters
15000TL,İstanbul,Esenyurt,Yeşilkent Mahallesi,8645.0,15797305,30 Ağustos 2024,Kiralık,60 m²,1+1,5.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,65 m²,5-10,25,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
42000TL,İstanbul,Bahçelievler,Bahçelievler Mahallesi,22680.0,15797303,30 Ağustos 2024,Kiralık,70 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,90 m²,4,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
33000TL,İstanbul,Maltepe,Zümrütevler Mahallesi,33615.0,15797302,30 Ağustos 2024,Kiralık,125 m²,3+1,7.Kat,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,135 m²,16-20,7,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
28000TL,İstanbul,Maltepe,Zümrütevler Mahallesi,21165.0,15797301,30 Ağustos 2024,Kiralık,75 m²,2+1,3.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,85 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
20000TL,İstanbul,Sultangazi,Esentepe Mahallesi,15070.0,15797253,30 Ağustos 2024,Kiralık,100 m²,3+1,3.Kat,Kombi Doğalgaz,20000 TL,1,30 Ağustos 2024,Konut,Daire,110 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
45000TL,İstanbul,Büyükçekmece,Atatürk Mahallesi,35420.0,15797249,30 Ağustos 2024,Kiralık,167 m²,4+2,4.Kat,Kombi Doğalgaz,,3,30 Ağustos 2024,Konut,Daire,220 m²,0 (Yeni),5,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
26000TL,İstanbul,Şişli,Bozkurt Mahallesi,23205.0,15797225,30 Ağustos 2024,Kiralık,80 m²,2+1,4.Kat,Kombi Doğalgaz,26000 TL,1,30 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,6,Boş,Hayır,Genel Fiyat,İkinci El,,Var,Betonarme,1,Yok,,,,,150 TL,Açık Balkon,1,
24500TL,İstanbul,Sancaktepe,Meclis Mahallesi,22230.0,15797215,30 Ağustos 2024,Kiralık,120 m²,3+1,3.Kat,Kombi Doğalgaz,24500 TL,2,30 Ağustos 2024,Konut,Daire,130 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,300 TL,Açık Balkon,2,
16000TL,İstanbul,Ataşehir,Küçükbakkalköy Mahallesi,13635.0,15797182,30 Ağustos 2024,Kiralık,40 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,16000 TL,1,30 Ağustos 2024,Konut,Daire,45 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Yok,Çelik,1,Yok,7 m²,15 m²,,Hayır,100 TL,,,
26000TL,İstanbul,Kartal,Çavuşoğlu Mahallesi,19440.0,15797174,30 Ağustos 2024,Kiralık,80 m²,3+1,4.Kat,Kombi Doğalgaz,26000 TL,2,30 Ağustos 2024,Konut,Daire,90 m²,2,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,250 TL,,,
15000TL,İstanbul,Küçükçekmece,Atatürk Mahallesi,12495.0,15797173,30 Ağustos 2024,Kiralık,80 m²,1+1,4.Kat,Doğalgaz Sobalı,,1,30 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,Var,,1,,,,,,,,1,
32000TL,İstanbul,Pendik,Velibaba Mahallesi,23600.0,15797159,30 Ağustos 2024,Kiralık,85 m²,2+1,2.Kat,Merkezi (Pay Ölçer),,2,30 Ağustos 2024,Konut,Daire,118 m²,5-10,8,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Sultanbeyli,Akşemsettin Mahallesi,19740.0,15797156,30 Ağustos 2024,Kiralık,120 m²,4+2,5.Kat,Yerden Isıtma,,1,30 Ağustos 2024,Konut,Daire,140 m²,1,5,Boş,Hayır,Genel Fiyat,,,,,,Yok,,,,,,,,
45500TL,İstanbul,Pendik,Yenişehir Mahallesi,38097.0,15797153,30 Ağustos 2024,Kiralık,130 m²,3+1,2.Kat,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,153 m²,11-15,8,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
15000TL,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,12180.0,15797138,30 Ağustos 2024,Kiralık,56 m²,1+1,9.Kat,Merkezi (Pay Ölçer),,1,30 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,15,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Silivri,Selimpaşa Mahallesi,45600.0,15797134,30 Ağustos 2024,Kiralık,240 m²,5+2,4.Kat,Kombi Doğalgaz,,3,30 Ağustos 2024,Konut,Daire,300 m²,16-20,4,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Sarıyer,Kireçburnu Mahallesi,31460.0,15797114,30 Ağustos 2024,Kiralık,120 m²,2+1,2.Kat,Kombi Doğalgaz,25000 TL,1,30 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,Yok,,,,Hayır,,Kapalı Balkon,1,
20000TL,İstanbul,Çekmeköy,Çamlık Mahallesi,22000.0,15797093,30 Ağustos 2024,Kiralık,100 m²,2+1,4.Kat,Kombi Doğalgaz,20000 TL,1,30 Ağustos 2024,Konut,Daire,110 m²,16-20,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,150 TL,,,
13500TL,İstanbul,Beyoğlu,Kamer Hatun Mahallesi,6800.0,15797073,30 Ağustos 2024,Kiralık,20 m²,Stüdyo,1.Kat,Klimalı,13500 TL,1,30 Ağustos 2024,Konut,Daire,25 m²,11-15,5,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,1,Yok,,,,,,,,
14500TL,İstanbul,Fatih,Topkapı Mahallesi,15520.0,15797027,30 Ağustos 2024,Kiralık,75 m²,2+1,Bahçe Katı,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
16000TL,İstanbul,Esenler,Kemer Mahallesi,12240.0,15796978,30 Ağustos 2024,Kiralık,75 m²,2+1,4.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,85 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Büyükçekmece,Cumhuriyet Mahallesi,22680.0,15796963,30 Ağustos 2024,Kiralık,100 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,1,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
17000TL,İstanbul,Beylikdüzü,Kavaklı Mahallesi,21970.0,15796954,30 Ağustos 2024,Kiralık,120 m²,3+1,2.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,130 m²,11-15,3,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
15000TL,İstanbul,Beylikdüzü,Kavaklı Mahallesi,16055.0,15796952,30 Ağustos 2024,Kiralık,85 m²,3+1,2.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,95 m²,1,3,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Sultangazi,Esentepe Mahallesi,13700.0,15796938,30 Ağustos 2024,Kiralık,95 m²,2+1,3.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,100 m²,16-20,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
103490TL,İstanbul,Kadıköy,Göztepe Mahallesi,76104.0,15796915,30 Ağustos 2024,Kiralık,140 m²,4+1,10.Kat,Merkezi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,168 m²,5-10,12,Kiracı Oturuyor,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Bayrampaşa,Muratpaşa Mahallesi,18900.0,15796900,30 Ağustos 2024,Kiralık,90 m²,2+1,Bahçe Katı,Kombi Doğalgaz,40000 TL,1,30 Ağustos 2024,Konut,Daire,100 m²,4,5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,,Betonarme,2,Yok,,,,Hayır,,,,
12000TL,İstanbul,Beykoz,Kavacık Mahallesi,24640.0,15796875,30 Ağustos 2024,Kiralık,90 m²,3+0,,Kombi Doğalgaz,12000 TL,1,30 Ağustos 2024,Konut,Müstakil Ev,110 m²,11-15,1,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
22000TL,İstanbul,Esenyurt,Piri Reis Mahallesi,18590.0,15796861,30 Ağustos 2024,Kiralık,115 m²,2+1,9.Kat,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,130 m²,5-10,15,Boş,Evet,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,,,,,,,,,,
43000TL,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,24955.0,15796842,30 Ağustos 2024,Kiralık,135 m²,3+1,2.Kat,Merkezi (Pay Ölçer),,2,30 Ağustos 2024,Konut,Daire,155 m²,5-10,7,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
109490TL,İstanbul,Beşiktaş,Bebek Mahallesi,57780.0,15796838,30 Ağustos 2024,Kiralık,75 m²,2+1,3.Kat,Merkezi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,5,Kiracı Oturuyor,Hayır,Genel Fiyat,,,,,,,,,,,,,,
27000TL,İstanbul,Üsküdar,Bahçelievler Mahallesi,19200.0,15796794,30 Ağustos 2024,Kiralık,55 m²,1+1,Çatı Katı,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,60 m²,11-15,3,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
67990TL,İstanbul,Kadıköy,Suadiye Mahallesi,59400.0,15796767,30 Ağustos 2024,Kiralık,100 m²,2+1,6.Kat,Merkezi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,120 m²,5-10,11,Kiracı Oturuyor,Evet,Genel Fiyat,,,,,,,,,,,,,,
65000TL,İstanbul,Bahçelievler,Bahçelievler Mahallesi,44100.0,15796507,30 Ağustos 2024,Kiralık,160 m²,4+1,3.Kat,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,175 m²,16-20,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
15000TL,İstanbul,Beylikdüzü,Yakuplu Mahallesi,17825.0,15796476,30 Ağustos 2024,Kiralık,100 m²,2+1,Bahçe Katı,Kombi Doğalgaz,30000 TL,1,30 Ağustos 2024,Konut,Daire,115 m²,3,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
42000TL,İstanbul,Pendik,Yenişehir Mahallesi,37848.0,15796366,30 Ağustos 2024,Kiralık,135 m²,3+1,3.Kat,Kombi Doğalgaz,120000 TL,2,30 Ağustos 2024,Konut,Daire,152 m²,11-15,8,Boş,Evet,Genel Fiyat,,Boş,Var,,2,,,,,,," Açık Balkon, Kapalı Balkon  ",2,
30000TL,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,17600.0,15796360,30 Ağustos 2024,Kiralık,100 m²,2+1,7.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,110 m²,21 Ve Üzeri,7,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
33000TL,İstanbul,Başakşehir,Ziya Gökalp Mahallesi,33880.0,15796298,30 Ağustos 2024,Kiralık,130 m²,2+1,9.Kat,Kombi Doğalgaz,66000 TL,2,30 Ağustos 2024,Konut,Daire,140 m²,5-10,12,Boş,Evet,Genel Fiyat,,,Var,,2,Yok,,,,,3000 TL,,,
21000TL,İstanbul,Şişli,Halide Edip Adıvar Mahallesi,25410.0,15796273,30 Ağustos 2024,Kiralık,100 m²,2+2,1.Kat,Kombi Doğalgaz,0 TL,1,30 Ağustos 2024,Konut,Daire,110 m²,16-20,8,Boş,Hayır,Genel Fiyat,,,,,,,,,,,200 TL,,,
32000TL,İstanbul,Avcılar,Üniversite Mahallesi,29750.0,15796258,30 Ağustos 2024,Kiralık,160 m²,3+1,1.Kat,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,175 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,Var,Betonarme,2,,,,,,,Açık Balkon,2,
14500TL,İstanbul,Küçükçekmece,Kartaltepe Mahallesi,16650.0,15796250,30 Ağustos 2024,Kiralık,85 m²,2+1,2.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
26000TL,İstanbul,Sultanbeyli,Mimar Sinan Mahallesi,20250.0,15796181,30 Ağustos 2024,Kiralık,110 m²,3+1,5.Kat,Kombi Doğalgaz,,3,30 Ağustos 2024,Konut,Daire,125 m²,4,5,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
16000TL,İstanbul,Bahçelievler,Şirinevler Mahallesi,8635.0,15796163,30 Ağustos 2024,Kiralık,50 m²,1+1,3.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,55 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,,,,,,,,,
20000TL,İstanbul,Esenyurt,Zafer Mahallesi,10640.0,15796161,30 Ağustos 2024,Kiralık,50 m²,1+1,Düz Giriş (Zemin),Merkezi (Pay Ölçer),,1,30 Ağustos 2024,Konut,Daire,70 m²,4,39,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
27000TL,İstanbul,Sarıyer,Maden Mahallesi,22800.0,15796143,30 Ağustos 2024,Kiralık,70 m²,2+1,2.Kat,Kombi Doğalgaz,27000 TL,1,30 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
20500TL,İstanbul,Eyüpsultan,Akşemsettin Mahallesi,19470.0,15796139,30 Ağustos 2024,Kiralık,90 m²,2+1,5.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,110 m²,21 Ve Üzeri,5,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
70000TL,İstanbul,Kadıköy,Sahrayı Cedit Mahallesi,36356.0,15796131,30 Ağustos 2024,Kiralık,96 m²,3+1,7.Kat,Kombi Doğalgaz,140000 TL,2,30 Ağustos 2024,Konut,Daire,122 m²,0 (Yeni),8,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
25000TL,İstanbul,Maltepe,Cevizli Mahallesi,39000.0,15796090,30 Ağustos 2024,Kiralık,110 m²,3+1,Kot 2 (-2).Kat,Kombi Doğalgaz,25000 TL,1,30 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
18000TL,İstanbul,Gaziosmanpaşa,Mevlana Mahallesi,14080.0,15796089,30 Ağustos 2024,Kiralık,65 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,80 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
35000TL,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,30590.0,15796083,30 Ağustos 2024,Kiralık,160 m²,3+1,8.Kat,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,190 m²,16-20,15,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
22000TL,İstanbul,Esenyurt,İncirtepe Mahallesi,11990.0,15796082,30 Ağustos 2024,Kiralık,90 m²,2+1,14.Kat,Merkezi (Pay Ölçer),,1,30 Ağustos 2024,Konut,Daire,110 m²,5-10,16,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
35000TL,İstanbul,Kadıköy,Hasanpaşa Mahallesi,21675.0,15796078,30 Ağustos 2024,Kiralık,75 m²,2+1,3.Kat,Kombi Doğalgaz,35000 TL,1,30 Ağustos 2024,Konut,Daire,85 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,100 TL,,,
109370TL,İstanbul,Beşiktaş,Bebek Mahallesi,48150.0,15796062,30 Ağustos 2024,Kiralık,67 m²,2+1,3.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,,,,Yok,,,,,,,,
23000TL,İstanbul,Bahçelievler,Zafer Mahallesi,21560.0,15796032,30 Ağustos 2024,Kiralık,130 m²,3+1,1.Kat,Kombi Doğalgaz,30000 TL,2,30 Ağustos 2024,Konut,Daire,140 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
16500TL,İstanbul,Fatih,Atikali Mahallesi,15440.0,15795978,30 Ağustos 2024,Kiralık,70 m²,1.5+1,Düz Giriş (Zemin),Doğalgaz Sobalı,16500 TL,1,30 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
35000TL,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,35420.0,15795975,30 Ağustos 2024,Kiralık,180 m²,3+2,Çatı Dubleks,Merkezi (Pay Ölçer),70000 TL,3,30 Ağustos 2024,Konut,Daire,220 m²,5-10,5,Boş,Evet,Genel Fiyat,,,Var,,,,,,,,1200 TL," Açık Balkon, Açık Teras  ",2,
12000TL,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,11520.0,15795964,30 Ağustos 2024,Kiralık,80 m²,2+1,4.Kat,Kombi Doğalgaz,1 TL,1,30 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,7,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
25000TL,İstanbul,Ümraniye,Altınşehir Mahallesi,14365.0,15795955,30 Ağustos 2024,Kiralık,68 m²,2+1,5.Kat,Kombi Doğalgaz,50000 TL,1,30 Ağustos 2024,Konut,Daire,85 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,,,,
52000TL,İstanbul,Kadıköy,Feneryolu Mahallesi,28080.0,15795895,30 Ağustos 2024,Kiralık,70 m²,2+1,10.Kat,Yerden Isıtma,52000 TL,1,30 Ağustos 2024,Konut,Daire,80 m²,4,13,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,40 m²,,Hayır,1800 TL," Açık Balkon, Fransız Balkon  ",2,3 m²
20000TL,İstanbul,Beyoğlu,Pürtelaş Hasan Efendi Mahallesi,25020.0,15795873,30 Ağustos 2024,Kiralık,52 m²,1+1,Kot 1 (-1).Kat,Kombi Doğalgaz,40000 TL,1,30 Ağustos 2024,Konut,Daire,60 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,150 TL,,,
75000TL,İstanbul,Bahçelievler,Bahçelievler Mahallesi,68040.0,15795871,30 Ağustos 2024,Kiralık,250 m²,5+2,4.Kat,Kombi Doğalgaz,,3,30 Ağustos 2024,Konut,Daire,270 m²,2,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
21000TL,İstanbul,Kartal,Esentepe Mahallesi,42770.0,15795836,30 Ağustos 2024,Kiralık,110 m²,3+1,4.Kat,Kombi Doğalgaz,,2,30 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
28000TL,İstanbul,Beşiktaş,Türkali Mahallesi,10605.0,15795790,30 Ağustos 2024,Kiralık,30 m²,Stüdyo,1.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,35 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
10000TL,İstanbul,Esenyurt,Güzelyurt Mahallesi,15180.0,15795767,30 Ağustos 2024,Kiralık,90 m²,2+1,4.Kat,Kombi Doğalgaz,10000 TL,1,30 Ağustos 2024,Konut,Daire,110 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
16500TL,İstanbul,Kağıthane,Telsizler Mahallesi,15780.0,15795752,30 Ağustos 2024,Kiralık,55 m²,2+1,1.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,60 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
165000TL,İstanbul,Esenyurt,Mehterçeşme Mahallesi,12390.0,15795711,30 Ağustos 2024,Kiralık,95 m²,2+1,3.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,105 m²,4,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Sultangazi,Esentepe Mahallesi,17810.0,15795644,30 Ağustos 2024,Kiralık,120 m²,3+1,2.Kat,Kombi Doğalgaz,20000 TL,1,30 Ağustos 2024,Konut,Daire,130 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,10 TL,,,
19000TL,İstanbul,Şişli,Merkez Mahallesi,12350.0,15795561,30 Ağustos 2024,Kiralık,35 m²,Stüdyo,Bahçe Katı,Merkezi Doğalgaz,0 TL,1,30 Ağustos 2024,Konut,Daire,38 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,0 TL,,,
18000TL,İstanbul,Esenyurt,Güzelyurt Mahallesi,11040.0,15795544,30 Ağustos 2024,Kiralık,70 m²,1+1,1.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Residence,80 m²,5-10,17,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
15000TL,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mahallesi,11280.0,15795534,30 Ağustos 2024,Kiralık,75 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,15000 TL,1,30 Ağustos 2024,Konut,Daire,80 m²,0 (Yeni),3,Boş,Hayır,Genel Fiyat,Sıfır,,Yok,,1,,,,,,,,,
27000TL,İstanbul,Ataşehir,Örnek Mahallesi,27075.0,15795465,30 Ağustos 2024,Kiralık,85 m²,2+1,1.Kat,Kombi Doğalgaz,27000 TL,1,30 Ağustos 2024,Konut,Daire,95 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
45000TL,İstanbul,Şişli,Teşvikiye Mahallesi,32625.0,15795448,30 Ağustos 2024,Kiralık,65 m²,2+1,3.Kat,Kombi Doğalgaz,90000 TL,1,30 Ağustos 2024,Konut,Daire,75 m²,5-10,7,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,,,,,,1500 TL,,,
50000TL,İstanbul,Şişli,Halaskargazi Mahallesi,35460.0,15795395,30 Ağustos 2024,Kiralık,80 m²,2+1,2.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
22000TL,İstanbul,Fatih,Seyyid Ömer Mahallesi,17480.0,15795378,30 Ağustos 2024,Kiralık,90 m²,2+1,1.Kat,Kombi Doğalgaz,30000 TL,1,30 Ağustos 2024,Konut,Daire,95 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,80 TL,,,
20000TL,İstanbul,Sultanbeyli,Adil Mahallesi,23790.0,15795359,30 Ağustos 2024,Kiralık,120 m²,3+1,2.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,130 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
40000TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,33615.0,15795271,30 Ağustos 2024,Kiralık,95 m²,2+1,8.Kat,Merkezi (Pay Ölçer),,2,30 Ağustos 2024,Konut,Daire,135 m²,5-10,19,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
45000TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,46065.0,15795266,30 Ağustos 2024,Kiralık,120 m²,3+1,7.Kat,Merkezi (Pay Ölçer),,2,30 Ağustos 2024,Konut,Daire,185 m²,5-10,24,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
21000TL,İstanbul,Esenyurt,Cumhuriyet Mahallesi,13950.0,15795252,30 Ağustos 2024,Kiralık,75 m²,1+1,15.Kat,Merkezi (Pay Ölçer),,2,30 Ağustos 2024,Konut,Daire,90 m²,5-10,27,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
13000TL,İstanbul,Zeytinburnu,Yeşiltepe Mahallesi,10140.0,15795171,30 Ağustos 2024,Kiralık,60 m²,2+1,2.Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
19000TL,İstanbul,Fatih,Aksaray Mahallesi,14535.0,15795047,30 Ağustos 2024,Kiralık,82 m²,2.5+1,2.Kat,Kombi Doğalgaz,18000 TL,1,30 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Var,,40 m²,2 m²,Hayır,100 TL,,,3 m²
13000TL,İstanbul,Esenyurt,Necip Fazıl Kısakürek Mahallesi,11550.0,15795011,30 Ağustos 2024,Kiralık,95 m²,2+1,1.Kat,Kombi Doğalgaz,13000 TL,2,30 Ağustos 2024,Konut,Daire,110 m²,4,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,80 TL,,2,
15000TL,İstanbul,Güngören,Güneştepe Mahallesi,15300.0,15794934,30 Ağustos 2024,Kiralık,95 m²,3+1,Kot 3 (-3).Kat,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Sarıyer,Ptt Evleri Mahallesi,18785.0,15794840,30 Ağustos 2024,Kiralık,80 m²,1+1,Bahçe Katı,Kombi Doğalgaz,,1,30 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
15000TL,İstanbul,Sarıyer,Büyükdere Mahallesi,20100.0,15794807,30 Ağustos 2024,Kiralık,65 m²,1+1,Bahçe Katı,Isıtma Yok,,1,30 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
